行番号,会社名/店舗名,公式URL(G列),問い合わせフォームURL(H列貼付用),備考
1225,学校法人初音丘学園,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=OF/uJ/2LmPHhRA7A3C//mw==,,法人フォームURL確認できず。TEL 045-331-3377 / メール hatsune-jim@hatsunegaoka.ed.jp
1226,株式会社グローバルキッズ,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=kE+kYPQcuw4lbDWwF4GvfA==,https://www.gkids.co.jp/,トップからお問い合わせ。TEL 03-3239-7088
1227,中央出版株式会社,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=zbfR67JIsoF2EMx3egHD2g==,https://www.chuoh.co.jp/contact/,メール support@chuoh.co.jp / TEL 0120-16-0377
1228,株式会社LaLaLand,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=9jMQOyx6U8mKWQCZWGq1Dw==,https://la-la-land.co.jp/contact/,TEL 046-884-9367
1229,社会福祉法人神奈川労働福祉協会,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=qbzoa93qC2D76EdrHFQ5Iw==,https://www.k-roufukukyo.jp/,トップからお問い合わせフォーム。専用URL未確認
1230,社会福祉法人遊育会,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=CDEjdeDOkHcG8rPhZUWqPQ==,,法人フォームURL確認できず(マーマ保育園運営)。各園TELへ
1231,ライクキッズ株式会社,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=CNul02QmQfByj6fHeetcTg==,https://www.like-kd.co.jp/inquiry/index.html,TEL 03-6431-9966
1232,株式会社ナーサリープラットフォーム,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=Pac1Iwq9vV7f4lVG+vBakQ==,,法人フォームURL確認できず。TEL 050-3669-8332(リビングプラットフォーム系)
1233,株式会社コイシカワ,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=PA3sRabwMfwh2mk4EBk5PQ==,https://koishikawa.co.jp/contact/,TEL 042-342-0331
1234,株式会社NouRiSH,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=9/GUvd5EcYj9S/mDaRrfMA==,,フォームURL確認できず(横浜市西区の保育園運営。同名他社に注意)
1235,社会福祉法人そだちの杜,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=rWYEwf+pyNU+eYYWNljrXw==,,法人フォームURL確認できず。本部TEL 045-620-8321
1236,一般社団法人KID-G,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=k090pLiMb9AEkMCdJ9FPiw==,https://www.kid-g.com/,トップからお問い合わせ。専用URL未確認
1237,株式会社アンティー,https://www.wam.go.jp/kokodesearch/ANN010102E15.do?facility=3U+PBzG7tQ/Mb/m4m3clQw==,https://www.aunty-i.com/contact.html,横浜市港北区の保育・ベビーシッター
